delta,theta,low_alpha,high_alpha,low_beta,high_beta,low_gamma,high_gamma
1783.9521316667967,458.9441421628418,189.5537233102026,333.4007942527379,118.5566201254931,42.16855128771341,13.34894720148772,0.27642649598488966
2020.5402702922556,1497.6885405501082,1717.8428394119796,316.92773257545434,145.44637643164933,48.35827981305473,13.76814888224621,0.6923324835802627
1716.8592042053656,953.0274179660588,1125.1741904459323,221.01539754675593,101.09105807801363,35.79604959191649,13.957877930409888,0.8659397818924369
1270.3779451772082,488.16561794310866,287.634877998067,216.08074139150693,63.17165316914234,55.38087052117374,14.122989249798929,0.45876303259718076
1080.6890217230025,457.0850238580544,552.8000508586989,271.79550943153566,118.15626836841689,56.89603485032309,10.683621848042584,0.6957466743466876
2291.5144438388165,1304.763067229987,978.6335562884606,148.26213459919722,71.89690169651574,46.193198621744635,9.455613806766939,0.4072457825786455
2158.208231930759,1005.978452860354,256.7652466313016,215.11257587176604,100.76782700913667,43.40383897366669,10.487403973910745,0.5731011077970303
4765.625054894479,1143.072940574946,403.28534594617895,1348.3109871967931,100.0675806945042,91.34210731183016,15.509326983776663,0.7680459569044146
4973.700679534282,368.0586294096513,639.4528391944419,5637.395027384301,122.25402302237465,128.71046525790905,14.74363774540752,0.5397811963387614
1773.885964791153,777.6269441715434,257.3083339869802,402.4080960283576,87.40551108035613,56.53132931464345,14.279500378878494,0.4999456887546585
1593.5682239256123,1118.6115085728024,1946.2296667396838,298.3773559006566,142.23712210217803,61.695159847339305,14.089277335522914,0.9142214198119705
2725.802065453469,712.9309596757962,1565.6058264114483,228.67698945661905,130.69352578754146,64.16487894010481,12.633504164538941,0.9697944178696551
2501.651766154049,581.6972562554577,1206.6254333266122,163.9002895311941,113.18258527448604,45.967477912930526,12.606062138234456,0.5115856513011882
3844.68447513981,902.3653442075839,1899.1543305175844,190.93318094349365,86.9050116159146,43.47655944308477,11.842985157428709,0.6162886104195259
