delta,theta,low_alpha,high_alpha,low_beta,high_beta,low_gamma,high_gamma
1415.7395831493848,279.80299854909055,153.52362553193893,147.84158712364143,75.45774323561875,89.8871649001805,19.02567077699003,0.9192971328208902
1736.0293425045572,311.1219503303986,199.16420839202954,237.71824607030928,92.74424773372809,73.08562858779543,19.396855320546354,0.840217797997077
2703.016325297607,323.80504397620047,251.41436796771941,266.04723889986417,80.31098825866059,56.48050152224439,13.577712526027684,1.003113038234483
1222.768823534777,311.59927381744046,132.71969573350808,174.48083589445977,83.65424394416438,61.54778143158351,11.721128219565681,0.8178266568929898
1391.6238433182882,219.21233503275332,272.509749490745,228.02136927242316,90.58885565805866,51.18170318352432,11.104416867834109,0.570429303814506
1599.439236888635,441.2435398787788,301.9401713950347,336.25577367322603,80.89413787279854,56.49820397640325,18.231869963807785,0.37855906475149304
1946.940840920636,205.12019654676382,170.97526627957052,121.7153241175172,92.73765998299083,69.0014344251131,13.345855749516423,0.7641203793208607
1651.6914073436892,253.2104207524479,168.6468993623706,182.7655317562476,88.03212976601128,75.41496540758654,13.391458014766286,0.5209838995369108
1984.1716438175672,288.59492617923405,191.01300233246374,379.8359749665663,121.96427175596646,97.16155549140433,17.140843903768666,0.5241440928954006
2215.0037310991775,160.61265053157416,140.6149767544909,179.59477937746195,104.63148341120495,67.48753732228788,15.404330253460365,0.5938209870512159
839.8944133096926,362.3011391811261,308.4034779659162,171.23336595859593,94.02927226035139,53.49693057561931,18.32242576828841,0.5733830769187231
1582.0430861831894,264.3857481758504,238.54381032285949,241.10917167745728,65.21213166140852,74.69464109127689,15.603017607690791,0.4127018373807825
735.777665588212,261.920160648395,187.95240037135193,164.55660692308686,99.78729366484598,56.30087109777308,14.6496167953557,0.35026963672892175
1074.7193523881742,333.2610241252024,119.21678403710548,386.44249961804917,96.13420296661684,64.58695271816752,13.424954011488463,0.5071051510361361
992.7667084559921,310.4726331297089,385.63940334100744,324.0405613584765,48.44443197559897,56.841653656555366,15.92231222748252,0.5433706555950407
1889.7052808331898,962.7176016705778,232.5535488010874,131.86953921394274,63.07763883414539,54.45117850245205,16.219251205094285,0.7515479144918258
1331.2768785207556,526.305324601183,579.2061177218662,358.99901025807395,136.38023987327767,62.85135057827301,14.428043255645745,1.1804619163710044
5030.189466659672,316.0308399937769,134.8088209251908,285.0544054420601,99.74570423222792,72.50688299523792,16.856109467587178,0.6909795246283397
673.2331761877161,417.6666277508334,326.23836754414145,309.3810132531365,152.44976342657998,58.68677198526112,16.88732273850683,0.4493371747369049
2299.066668182754,267.06150859674636,286.01002612009864,224.38469362795058,106.34793314100342,76.5016372869344,16.203127548185122,0.43680714430639417
2115.775582513362,367.19434093455,466.3401252363624,251.4898009069268,66.21985481665968,69.81273010999708,13.705821915857467,0.44544768726068523
1394.7825246266498,237.17319037544004,305.3644453735844,180.51210722313758,76.0820093434086,55.614718750144355,16.34576308161176,0.48331023330550865
2220.5643496565435,224.1894763030712,394.76644114523236,364.2851397498575,161.92523233786255,58.782849220419756,17.591548882704643,0.5344053382701822
1387.8850541877546,162.10680904810582,194.8750973051923,377.55288377441246,97.30262116735969,76.07409179832867,15.35746170743134,0.7011928997890063
1476.1211756699179,207.1106845742669,345.8807761214738,226.07046245100742,150.10991702451332,108.24736439376417,13.941410480400734,0.6872764996350004
1568.6839866332025,254.15033724965576,749.4882952288259,178.22506266906512,123.89698976517617,78.45250644571993,18.310175145243957,1.060769919751014
1123.3893929616725,260.42206081537415,121.17332972364781,252.37182135180083,103.58172487480786,69.58665352757713,14.289813183365796,0.456501110020613
1154.8893926779676,265.1717143015235,116.64071051414653,311.55675116509923,82.01219706638457,51.01811236968302,13.370094854439479,0.2886417103152828
946.255615984297,205.91046907212893,144.38837381459518,422.19964996891986,107.69089757298825,55.448933800457134,15.630629274059492,0.8208281669417781
