delta,theta,low_alpha,high_alpha,low_beta,high_beta,low_gamma,high_gamma
1434.240236109545,407.6992839667033,690.9428378804391,773.9661107576661,141.14805730211245,113.18741657324864,10.18407237622625,0.23046189399309988
1565.2175164472808,512.2966651239935,855.1479477616246,1158.6093259153765,168.0209004133757,93.04966522438716,14.198124324713813,0.2872548647404243
3466.537301866945,868.356356941079,1838.0960532658466,304.5070709842409,180.7387544351987,107.57120014112165,12.314351616324013,0.19963214463351622
1739.7112000824682,745.2919057231436,438.2509580493412,494.89025156834884,119.88189679989479,122.60101006097189,15.706668895293538,0.07573596107276134
1194.7637284369227,1061.401139816864,1453.0282029046384,452.7444781411004,152.10300469423018,95.22814825085155,8.540694913058031,0.22129698354575678
1376.505768457854,546.2609116411138,924.2996001931393,788.0760622608568,152.3788077127553,81.03092586808516,9.738065973979326,0.10999584781770876
2486.359938462359,619.9601791099012,1733.8185501192183,455.6179061269462,131.76737325992553,118.79181804772396,10.763087209712703,0.19509963635584504
1376.6529597235897,1065.1994076183357,1450.4927761335784,785.2927680489021,174.63919624258384,92.55416538119019,10.455858945028396,0.26246720362725573
1575.9836788591265,586.8894499481794,1567.3012423311302,497.8211227098324,132.16223757328044,135.13628730773576,12.513864560039558,0.39053480641100013
2312.6991939585887,583.7436235924347,970.675570466957,969.5896114395084,153.03734445105752,99.65391201648971,9.562426876639268,0.17993560327427033
2088.3517996434134,683.9084100210946,863.1140163009328,467.427639671238,163.36322514222846,101.5518093827367,12.209101487884153,0.4979627788662398
2108.354322901179,742.754396770999,592.5568550839389,437.5579035944934,152.1995594172391,96.79428836134898,13.516945990444702,0.16412770605294885
1271.5183402513758,876.3969964634347,768.6170248745035,1245.1163076712483,154.8671464822137,62.80952078195854,8.253998800798183,0.18799195030353943
2437.2397378944083,1083.560207379321,941.5765726239362,659.9094032190329,156.96246672343128,80.91430014992063,8.988385594104205,0.20551682256860335
1346.0966445069141,789.2586903353417,493.39687029125815,950.4055601598945,158.4675652017457,128.32216742506384,11.558634748917838,0.4897225739639902
1144.6421198738,727.8771668717528,875.5605869227156,1659.7174432880415,97.73325287618516,97.2478054770634,10.731569738056507,0.16601136887372067
912.6921823566047,780.4589143670188,1229.853687825866,497.938859854011,132.90526091407307,89.70941826744951,8.216674601518497,0.12036138218826296
1382.6117276160105,484.77533507173354,154.6261487131362,413.65513626950036,184.01473061103425,103.19428217497371,10.563644516979295,0.09303223293728266
2623.467534693906,733.9032169029964,740.0797762646826,695.8895095404467,146.51536726071984,127.4710916468208,8.248719497409075,0.28567918535987746
988.9099589886671,644.2955555548722,457.3033118362989,926.4260323707146,154.75733729400494,71.42774109825345,8.085909586930981,0.12189575761276517
1690.5303350021097,479.2871678062352,508.1214781402863,356.1574230012243,163.62370560937794,113.50420326821107,10.64958397494696,0.3869975382993072
1194.8013809350944,897.671126872415,1576.518078879877,459.8865446793714,106.94875013362,152.7586718948397,12.438899271853723,0.39608752400402025
1802.0148683786058,1018.609337704588,460.77329714163267,555.1157548878576,112.76819905938792,70.6162205935663,9.921374468722675,0.10077078699015274
2329.8836262587074,634.4661526225378,457.1148711652533,870.3938833279351,138.4845635469948,95.47245259386573,12.797475917692012,0.2721953309928347
2337.2947995596573,985.1615637491567,497.6523462002911,489.56455677625536,151.1811904391055,86.25291492092357,11.284749034029545,0.9479255909003579
2153.5504766015692,368.46280887399706,577.2600113276023,1450.283018503957,144.1332503544471,76.63669448964156,13.476887899827599,0.7281499632940558
3316.608160679999,789.8301334649759,2556.278051093814,683.1014345236174,184.8586663687378,143.35662939950475,12.628415084207603,0.4128697705465696
1480.5293317704159,692.55700491673,648.2814234290302,411.50394069753986,143.37122618674618,117.44773572915528,12.119047433958144,0.259723586456666
3332.333284943174,485.2242694799322,945.5698380233623,338.2336893751531,203.6857706079424,108.25160121166367,9.63606199399606,0.17293055367747356
1161.4457798728527,631.6706989822608,820.7684364905621,1543.4047910825775,148.0496783909151,138.75241534870437,11.732175873420076,0.21801085279982502
1983.7707096657632,786.4959343192544,627.3687712322144,678.8835863967985,155.44502870449045,75.37096418575933,10.535699997289651,0.6062810854161393
1854.0682108617639,911.7790052120657,1091.7377613806937,578.3979072821845,183.32750602326382,116.35192470750407,10.62114464995193,0.5159873598303854
1971.6250486706278,792.0941430951865,304.7910766611838,904.7707270310219,241.89672121345777,113.31632099766978,13.512401123730806,0.24058342927843665
2554.2426057750217,827.7284967512231,800.8977427003875,1701.6569457456203,250.43916210154893,155.97001999268588,12.501690173878012,0.18787871782264812
1280.7531220170808,511.60547122920786,1404.32797083039,812.7558902596255,311.15206443273036,162.94061974174195,13.897530150851031,0.3793638492085097
1373.5575834130573,448.5207320889149,372.8441937205763,1161.6259147235803,280.058023449532,136.5288834039744,16.19994894479756,0.8536321174907184
1359.0055025661422,855.868043522095,209.70306511627828,813.659562780399,307.80809288910046,132.52902739644628,14.007377822791591,1.4462757808230247
1565.4765916334873,822.7104786563999,163.54418963969957,911.5781615478267,208.0215423879541,92.1886819116395,10.155368048472045,0.5568730736645001
3242.364716865451,473.52920509654206,554.6191540725163,1312.87800924943,295.40932071133057,143.65780494276052,10.18941592906595,0.1941180596787763
1486.176118052163,490.87254092408176,577.1005012765728,858.9863042526189,222.69108829480712,108.11114048689315,10.422890320689861,0.22835004811182244
1467.2743425366803,875.8771623506434,892.7393899625644,651.0492833593961,216.43107214165573,90.20855004918258,10.036012897310417,0.35636678633043367
1676.570780132988,612.8235441654608,362.50311810788463,1540.3585407583073,121.18542004548715,62.263542834803935,11.270548384698612,0.5356063653629757
1383.124741225093,586.9233517541317,702.3438006680391,426.9322657561388,267.9243700776212,97.36246308870928,12.675571944510901,0.1673300847854572
2088.0318112560303,798.3329839722962,506.67905025594894,1027.1201306825046,160.6491682723284,79.89692464068129,10.048994852623164,0.12429284174062154
1582.6825900803271,1062.1249326544155,608.8966608659257,981.739903751789,128.76987280371105,100.49675235407683,12.579086684779785,0.3041667374267025
5176.1007364559455,836.3279362380272,614.6639266845891,769.4623908983752,322.46647261558854,62.1265480654321,11.814486549380417,0.5497527597125211
2165.068319987014,494.80861060290647,1338.8553001746918,729.6742063037765,234.90850504363272,141.99955092257662,13.806979216252591,0.642410297695978
2044.2417259782076,948.6143463973783,492.2203153919384,527.3610379926859,199.48385713693665,126.08207792950448,10.061238980034531,0.2475614004858018
2864.2753586096446,1053.104210193433,792.4218766058193,393.19678902672325,230.79181340522302,123.16852319370929,11.352959643810655,0.19779030062839725
1399.9386568001046,425.8059984554715,1555.9099926352094,1540.3202358920921,184.8174101645944,109.3359345784441,8.924305656477351,0.16021768770734907
2815.5029607182987,893.3252624660885,449.3248557572222,1124.0974989023478,224.10510043213444,97.82955813955941,13.09640922664191,0.23803365038345894
2826.247215440481,816.7491308355658,1121.933564840349,1144.0272627575089,200.7145297075384,160.99291267038552,14.487731979487322,0.3597925703329194
2370.4540793462447,675.2216863572336,641.6474454366959,522.2485361449911,84.4293797468456,85.38166592437214,7.576248301611191,0.2963394952346719
4088.0159630732355,764.6814823674748,438.38921409801526,1320.913218612763,163.1879922842178,63.345965742613224,12.836686456103056,0.2041370613224548
2146.5198645310384,948.4433186749777,2412.9090258934725,1793.1060861740496,240.6703620676941,198.15107575982051,15.789054779493265,1.42155117448774
2885.288350580093,884.6940810536006,1654.4528924199797,1916.4915513392816,269.83399228932774,108.5451751392892,15.452750120820431,1.646509025645279
1897.4039888014017,804.538165868216,1177.6491099893217,1282.1743964257023,207.59086989780945,124.18774088508914,13.665931283123008,0.2223242658595488
1754.0384704724145,655.1847365279054,2160.24248238806,1181.0214969986607,180.6467682753275,80.06199268186042,9.533453000066746,0.2813597930336671
36.44427896334932,31.530069883568682,25.969925293442135,20.795431273393085,11.709986244461247,4.230390543162851,1.364264948358101,0.25265266866689495
