delta,theta,low_alpha,high_alpha,low_beta,high_beta,low_gamma,high_gamma
993.5441495758392,547.727094905563,354.0088706603618,141.2720760736875,134.31208959207882,54.61682417416995,12.08076030158986,0.21868075881435411
2696.7914749901693,447.1251846224252,606.3442721751763,538.2786706186389,218.25977278578046,61.858029938948015,12.37554575369326,0.19511054026920926
1628.8599705527783,656.7595373960484,523.8706822577415,247.8269257946285,158.43185956287584,46.04149342313417,7.094634441432148,0.23135642884163315
2249.215500735083,706.4996608317698,234.30199434187392,443.75839673291,84.32012541956492,72.02989673602903,8.889024788993902,0.24008752864073613
1670.9046658027278,489.9367643841864,250.30935604282777,313.4364117615572,116.14814015141141,53.50150225020699,8.966427541943085,0.296766742460078
2697.5104689068407,398.1774435510935,279.4781575419474,177.7894635506167,130.18030324616313,60.47764829028878,12.351267676205198,0.5002065898798279
1496.1364936282546,874.3580534401036,625.2882795589757,296.7106777571277,134.26939724241228,71.69317975321754,7.883123999116356,0.25562602983931554
1090.8623774979492,434.74802562158305,250.53740226573476,402.7219432994784,177.98014952222314,82.18366363013256,10.036540102043757,0.25292294502603613
1185.7909396424575,727.2037513437842,271.7307242074853,294.934149879765,132.75815036750976,69.46882058070553,10.342909352905046,0.5702941205164129
2932.3260125294,601.4282223064516,248.40492962294448,515.5553365501162,209.58244471914205,42.104700807702535,11.222753069612033,0.4740808955053032
3610.5976381016503,467.06792302753274,676.2198750421513,423.838432804702,254.8513951206883,47.7471335006337,11.728871902024517,1.1843038074203949
2035.0433949224796,290.5365664432863,616.8033683853503,677.0253442921436,222.24527631766188,73.55397633366347,13.365273599738487,1.082379143981744
1701.5412427681185,595.8394433162763,816.7147238085942,439.3546380209594,154.5891442644212,64.88377079042367,10.282316978287803,0.3755536108500217
2330.209297467104,753.5828437920212,190.03180378467636,257.27664247539866,161.40481935398256,45.664260817310364,11.442455465402068,0.3159369097544642
