delta,theta,low_alpha,high_alpha,low_beta,high_beta,low_gamma,high_gamma
3434.6398991542405,3617.6694008349496,9053.417369102563,1202.8347184880613,204.0219150382117,109.7768876384449,27.182359718885348,0.6874281753596242
1702.8219195522709,1343.657471849846,11286.911333842409,458.45954006294943,423.21143896727904,106.88482775533117,26.726639178993878,0.7016367314881075
2455.894956430339,1759.5644841617311,6421.494492391644,933.5810267874255,286.6288593861153,74.66140896001508,29.44734182966821,0.9649620715175637
2031.2356777095522,788.4582872798785,2649.8302732915654,758.4504854873128,237.78924981116353,139.85601387479778,30.154449413776504,1.1915339981591415
2498.5425514978165,1137.3841878215258,1399.46839343452,510.9488895770035,151.51649356443488,94.57536692355521,28.848680814312704,0.8459074581814264
3153.3979689188945,853.567503435948,5564.32830786544,804.9805388275119,317.7160451864652,138.43407390627164,23.62902769545485,0.9229079835145968
1650.1404344148032,1412.3590135259426,7638.230074575422,4583.513405092278,269.54368152600216,160.23926041491293,23.15806790578313,1.0136588340422712
3052.5788839670263,1133.1935864228312,6615.580622124467,584.343678975557,271.43210932350524,105.15984801371907,24.01375043109868,0.624300353914128
1347.6938514126086,1046.4334082227876,12485.454946313863,401.3847604736019,251.2074206207538,102.51389752652729,28.200636632926937,1.1069210971971937
1588.1638063862647,1249.6496218327552,10944.363169085847,1769.7650053388638,351.04195324741795,135.21799643441986,21.40660120810702,0.8048588091733545
3726.1671606935715,865.7719320720768,7474.199696645206,571.4019584520969,231.38770938278236,121.99416523434361,23.887159372401253,0.6937034056622459
1985.3801947185018,1691.9171364159704,9532.502201047624,978.6379092498654,278.1282525236706,112.63177598535616,27.97501668631665,1.2133890098211766
1949.0186301827482,831.7946021894371,7774.143377681728,1124.1534073373432,210.1595026703044,99.67162383352823,27.412956300645504,0.7622761063629134
2332.365241464881,907.1592995818692,6451.261287469698,599.87076224801,214.8167123881001,126.03992887059547,27.563182848353474,1.7545830106416351
3791.8342177379395,1448.3174822197818,3623.073646525941,935.1400286780711,255.58690100081404,97.12294284417334,29.219982014654374,0.7799499539397932
2283.952036750192,1131.7998207071344,8448.477457736257,1457.803170754757,259.463050135436,111.97904932013832,28.818348874615655,1.4540997307150094
1894.5397282817194,1540.3700827670284,3322.390099341339,592.3263619889559,184.3932043464846,148.75564002804788,25.545597269118932,1.0558093833460926
4357.950826609861,534.8995492585045,2634.1092588672036,684.1561962282391,181.6202129317822,99.7299585042374,32.09155033392923,1.0221888644850912
2556.023660588881,1214.4397073988466,5823.82939057763,958.4632522863178,284.5826071939317,151.5395385597582,20.045191998361407,0.7887126225755301
3914.6203489419054,1161.1775908948007,5694.256571736853,1041.63045022798,322.7836551124331,153.969994401911,28.810285502462122,0.6012456791228756
2276.171207753717,1090.02905083737,4860.106898386596,1685.8412207304696,309.58545023976285,134.73460188878025,24.7395102825911,0.9419797043984657
2450.9418193590327,1781.4942672931356,13600.40589014905,685.6903785031158,275.88439423365236,138.5015022869362,29.81077193763383,0.7369181735259253
4060.24173442499,1854.752822649165,13824.35507014543,1109.1063941904342,340.9667587948488,120.23493970347705,28.804805062746308,1.428665836369726
3046.416290781481,1257.0347847202486,9592.672728914418,1135.085597369507,245.51975627679553,166.35487843872554,39.72781750726,1.0865662807877752
1677.3160938905573,873.3793384321825,7275.465805624894,1925.4572626507238,259.3685593021564,114.14796215927247,32.059259653050646,1.9985892299871826
2843.8651337990555,3229.1273965205964,6105.195809311042,3428.3746246852857,420.3177935875274,161.77453553838671,38.11239506996235,3.218669196039955
3122.8122713712064,1196.3032413219685,3903.1419036631837,2768.550938408413,356.319043650772,120.02459635200574,28.811868092055928,2.2376034739382136
2245.657530180837,1118.9769618399048,4145.890609386485,847.4401602253198,251.5674588918259,119.3654036929147,24.452106614670136,0.8244961658145562
