delta,theta,low_alpha,high_alpha,low_beta,high_beta,low_gamma,high_gamma
2218.509215877956,385.7328517300225,119.61265253837088,90.70755749852943,39.2424187577026,22.877264527342206,8.40161522092937,0.09313199097519838
1584.266820662623,325.44796171133765,345.21677386603204,133.74972332240992,88.9673168173738,36.06837436154437,5.203026846765437,0.15838201358067638
1704.1616793426408,514.6532756609586,220.20888273202974,78.57551103340302,68.11444788282218,35.57040069799266,6.228623698486654,0.2557986293836733
3161.1122187447404,617.9030706517954,298.287782310753,115.67109229960663,70.47490825811573,39.43847456242988,6.1669553875773016,0.3177149459205108
2174.531489432473,336.53915991892154,274.48446717406483,94.9063221505355,90.49707210523012,49.426815230875874,8.392434841942107,0.10924653728253945
1670.58734752684,480.76314646593767,418.90941642501883,164.7611370195543,79.05779717343732,30.456524482051147,6.559086611810797,0.6048833263125704
1753.4420270560229,451.4404639628126,256.14655626009863,111.1338170687808,55.99778907000088,43.944156375092035,6.204403808211076,0.26457281515014053
2025.1637159484483,342.7900922513816,171.93280868654145,269.4146053508919,79.10887625273345,37.77974544375362,4.992643359524593,0.13788798786816409
1229.245281946414,435.1361498597145,605.2614812769762,98.2510761650705,75.40448697747826,29.41199043711271,6.720181757267188,0.0587235492155469
2976.9079744597548,508.82331693121114,129.640758157191,190.9290374662542,45.99394123144575,31.546303962411596,5.38718543293989,0.20299684408419494
1995.3485045573573,458.6474319718165,351.1649884313891,202.51053983857543,92.4455214327246,35.78089453808002,7.06230708857537,0.19144545459523366
1283.222600180891,596.4154011166512,310.4994334817755,466.17953266350816,60.090737499886195,36.40850166177406,5.504300023508394,0.09502889251184964
1398.9252822540502,305.1377915110965,313.05626170739964,801.3119232364397,64.14155652501567,38.36163651865352,6.988857679615967,0.07204993855234508
1071.9852505645003,408.1448298359081,596.4210828306796,133.21026040418724,99.21767565729077,32.585930743133865,6.78719043628764,0.1913431736695155
2133.6795691062885,450.7038401982289,225.12821639585817,183.3679860039903,76.26301138278231,36.0641687019428,6.603873683308851,0.14926324486103204
2269.563704667718,284.49228194649396,524.2249038544159,300.0753203597885,69.14646801500572,37.053060691212124,5.6186193525118515,0.28622269839460873
2056.0647302227917,426.3739037209539,562.2395538383483,1117.5803625602784,74.74195738391785,39.92775278399561,7.441364041408859,0.33450315809015185
2684.2752811334694,315.3305093658497,652.6069501859425,444.4962190605375,112.38334457819225,41.25630170083657,7.236151969639497,0.16909974822386495
1960.5089963073685,812.5301254949513,772.4314848040879,137.38386877887152,58.52718283474203,34.58788223050289,5.775422502527421,0.08373079281623881
1925.1060266402833,492.9426046516799,515.7510416122983,248.31821231114833,78.53412986779257,27.116094507484615,5.488455226859156,0.14701498966284332
1754.762080450221,546.8895987690128,287.42586316340476,545.4936317378837,58.32781720017022,32.536872828643396,5.111980151821146,0.07474368913179955
1748.7443735515787,515.6620518633507,330.9614380816654,314.67776878926855,76.32984283962062,29.454392860796617,5.927125183971863,0.29943982679634357
1960.5779215538103,559.2809872034703,710.1873872947507,1135.1303568513208,77.13779875617415,43.5519648377204,7.452131084049973,0.5258426306592213
2798.7897312454606,568.4837415262309,310.84032884641954,827.2222963880821,65.39032393565064,60.5877831316634,6.21591519651354,0.2669811396956772
2152.845585637426,486.5579930224107,661.7036200846795,517.9169987235481,153.61068595451042,43.695530449795314,9.745762658629548,0.7900049229821642
2499.2735068676257,550.0865977286721,230.85022531470483,1436.3977659613686,104.4928135628994,57.94248638292631,7.801046477075612,0.8301517319623508
6174.922652289868,666.0776953426004,476.94398548027874,988.9863526738478,114.71219229059118,45.104910571108796,10.079824892805638,1.7578812529922658
33777.59142598561,1138.7148214564063,1192.8171964754808,2895.8637046928434,133.40750307181156,98.1187468212034,17.70764625102191,0.512374476720308
6354.101895426931,549.149056712641,404.21476420596605,796.2351225682761,156.7083129185827,59.218986872343365,11.14150205368381,0.914789908036006
6263.713231676312,909.4872799994524,1646.8184710738967,470.53383711027976,79.46697926823495,49.65991189679909,10.055315138257987,0.788685172789549
1994.626573593685,608.1456079331725,841.3447376056345,1182.750874404312,76.85429587731676,60.883240111205865,10.047444036187665,0.33494271534204845
5330.875836610276,731.2849350211108,1019.1438607792732,922.7140951801742,74.56567768170304,50.459507305727485,7.027766851036924,0.4755457438441923
2982.963499975214,723.8118572743483,250.29122158544843,1232.2241105927326,114.22222278098423,65.86654890344427,8.644090243354565,0.6287304318327396
